_id,Alternate Title
o_altTitles/ca773c63-3f5b-46b2-b93d-777f1788166b,Plating Inspector
o_altTitles/fe310417-2b29-48d2-8b4e-246ed04473e5,Pleat Taper
o_altTitles/bb17ea54-769f-4957-aca7-3c60c5d4e0c8,Plug Sorter
o_altTitles/3e29c94c-9696-4d89-b0f3-355feb3b6699,Plywood Stock Grader
o_altTitles/97d564e3-15f3-492a-a7cc-1704a845855a,Pneumatic Deicer Inspector
o_altTitles/d1adf33f-96cf-4855-8931-327475ae6149,Poising Inspector
o_altTitles/4d20026b-b1e9-4511-bcf6-9eb1af3d686f,Polarity Tester
o_altTitles/8cd79aee-ed17-4b10-b39f-15b7edf88f1c,Pole Inspector
o_altTitles/7a2355e8-9d21-425b-bfc2-5d68bac5d269,Potato Chip Sorter
o_altTitles/c9568e26-9058-4ffd-b636-4d6c285672dd,Potline Monitor
o_altTitles/acdde584-ebb2-4a78-8e6b-bea81743634a,Powder Core Tester
o_altTitles/0be265b3-8923-4422-9382-9123cab50a5e,Power Checker
o_altTitles/78892da5-b0bb-46de-98ba-3a453fd3c106,Power Plant Inspector
o_altTitles/ff7aab66-a7e5-4393-bb04-3fc4d9a58459,Power Transformer Inspector
o_altTitles/a7bb648f-7a8e-4a27-b824-7b79eea461bf,Pre-Assembly Printed Circuit Board Component Tester
o_altTitles/d3f79487-3ad0-4eec-9b73-ee3011ac178d,Pre-Assembly Printed Circuit Board Inspector
o_altTitles/045cf38a-6bbe-4848-9176-97992412d74b,Precision Assembly Inspector
o_altTitles/a3016928-f47e-4e36-aacb-90b97bb4ad3a,Precision Devices Inspector/Tester
o_altTitles/d2e28fd1-dd96-4b14-b474-89238fb41a0e,Precision Inspector
o_altTitles/63e24aec-21e5-4fa0-b209-54118be56696,Press Pipe Inspector
o_altTitles/fb73eecd-9872-4d74-8b27-6e955cef2e57,Pressure Test Operator
o_altTitles/57216c9f-5fb1-49b9-a479-0ef6a61d4db0,Pressure Tester Operator
o_altTitles/8e6df6ba-7b8f-4840-8861-545bd1c46efc,Primer Inspector
o_altTitles/9f43eb0f-d080-4f48-9c21-1dddbda3117d,Print Inspector
o_altTitles/6f84912d-de3e-4935-962b-fa7fc0da234d,Print Line Inspector
o_altTitles/9da8cc42-a55d-4c9e-b8cb-2531fc2ae0bc,Printed Circuit Board Assembly Touch-Up Screener
o_altTitles/b330d803-6035-4d92-acca-5a29209e87cc,Printed Circuit Board Quality Control Group Leader
o_altTitles/305cc35b-2eef-4d5b-8411-1cec30c9d2af,Printed Circuit Boards Inspector
o_altTitles/fbcbcdd6-157f-403a-a023-4440b8324309,Process Checker
o_altTitles/8270e198-a226-4738-b91d-fcd10da576bd,Process Controller
o_altTitles/770f7c1b-9dd2-4a95-a920-3bbdd5544b9e,Process Inspector
o_altTitles/298f2aea-f639-4758-8828-9c83dcfa1d84,Processing Inspector
o_altTitles/817ab40f-e298-40ec-b766-f9b71c882c93,Processor Inspector
o_altTitles/2b882395-ed0d-4ae4-b613-3c70f421dc1e,Procurement Inspector
o_altTitles/6745bcd1-88f3-47ed-b722-f291f020ff9a,Product Tester
o_altTitles/142b90fb-17b4-49b4-966d-549660c9ac88,Production Grader
o_altTitles/6fcb891c-d30a-4fd6-972b-abfe1c3dfe78,Production Inspector
o_altTitles/f3cda2a2-9204-43e7-a486-10cd77d38888,Production Sampler
o_altTitles/5fa1a177-5c72-4bea-adbb-a35fc43aef5e,Production Sorter
o_altTitles/99f7611f-45c1-4a47-bc65-72b4ed52b94b,Production Tester
o_altTitles/aecf9cb1-bd25-4e8a-89e3-8bb51ee22643,Production Weigher
o_altTitles/413a3b0a-217a-4952-b14f-4d4cc1906011,Proof Coin Collector
o_altTitles/42ab2abb-440f-4234-81d0-da8a254555bb,Proof Coins Inspector
o_altTitles/57b7432b-ec3a-4938-8c95-3afbd3ce74ba,Proof Inspector
o_altTitles/9f0a19a4-6b58-40ef-9702-e5a4e81470b9,Proof Technician Helper
o_altTitles/dd83ff42-520f-4ddc-bae4-fcb445940ddb,Propellant Charge Loader
o_altTitles/30235947-1a38-4bfc-82d9-b3a2fa6fb122,Propeller Inspector
o_altTitles/44ec0967-f11c-48f3-b502-0f3801ceceea,Propeller Tester
o_altTitles/85000201-138f-4440-af2a-0f9ecf06920f,Publications Inspector
o_altTitles/0a39e7eb-322d-4dfc-928f-685276a7671e,Pulp and Paper Tester
o_altTitles/42be84b0-d95f-4a9b-8662-ad09d577ad22,Pulp Tester
o_altTitles/236264cd-543b-46c3-8958-53bfa66ebcce,Pump Tester
o_altTitles/75ea7b54-4e2c-4384-8839-04d7963cb4d4,Puttier
o_altTitles/30151d4e-f390-46e1-906c-9c83d3a02f04,Putty Patcher
o_altTitles/368683b7-79a1-48bf-9f36-8fd506185382,Pyrometer Temperature Regulator
o_altTitles/24b8720d-0085-42e4-a49f-a36887e53427,Quality Assurance Auditor
o_altTitles/875e906d-5605-4fa7-a503-4e9ea92d2f89,Quality Assurance Clerk
o_altTitles/82c95d4e-2f85-4707-9736-d2d8b515dd98,Quality Assurance Group Leader
o_altTitles/e6d9f7fa-19b4-457a-9372-f50995b91d91,Quality Assurance Monitor
o_altTitles/35effd6d-e97f-444c-9aa1-630b51312a18,Quality Assurance Tester
o_altTitles/a2f9ddd3-0c65-479d-a58a-4cc3a033e07f,Quality Checker
o_altTitles/d5fc89af-c06d-482a-8273-0c3c6609f68c,Quality Cloth Tester
o_altTitles/cadd197b-0c7b-4bd4-bcd8-e9e82cf2c21a,Quality Lab Technician
o_altTitles/094e25bd-426b-4cb1-834e-1e0640ad77cc,Quality Lead
o_altTitles/91b471db-aca4-4d64-86d8-4867ccd12606,Quality Systems Technician
o_altTitles/2139a23a-2146-46c1-ba60-279b16b76c35,Quality Tester
o_altTitles/a689cd83-e13f-456c-b21b-005f66bd59eb,Quartz Orientator
o_altTitles/11cbd454-66f3-4ef4-8934-4e638a216b69,Quill Buncher and Sorter
o_altTitles/b3ac35bc-bd78-4a6d-9c5e-ebb7ef6adf70,Rack Puncher
o_altTitles/83b16948-4ce6-4897-9360-4e885d45b0bc,Radar Tester
o_altTitles/3124b538-bb0d-448c-a114-3adc87f73def,Radiator Core Tester
o_altTitles/fda75359-ba29-47e0-b8aa-db2f36b9ce2b,Rag Inspector
o_altTitles/7469525a-83bd-49ee-8708-9c242d498631,Rag Picker
o_altTitles/1c7fc4f5-6c03-4ad9-9bbc-c2de6a4ec86a,Rag Sorter
o_altTitles/ac99cc24-2542-45dc-8892-6495ecfe94b2,Railroad Wheels and Axle Inspector
o_altTitles/ed60eadd-7acb-480e-b583-24af67c76621,Railroad Wheels and Axles Inspector
o_altTitles/cb688c0c-2767-49e2-a373-14739eb5c1eb,Raw Juice Weigher
o_altTitles/1b7e828c-8359-4772-bf46-f7784d8d7a18,Raw Sampler
o_altTitles/d83fca75-b240-46d2-be5e-0687020d7f7f,Raw Silk Grader
o_altTitles/f02c1ea0-1e96-41bb-9b66-5c9a830b5d06,Re Examiner
o_altTitles/a16c4566-a921-4d3b-9e0d-3ca346faf474,Record Changer Tester
o_altTitles/92cbb905-ad1d-41b0-8d5f-7669fcefded3,Record Tester
o_altTitles/e17be8e0-6bb7-4796-a455-198a09573aaa,Redye Hand
o_altTitles/668b324d-f498-4535-9f81-9ffb7ba8184f,Refrigeration Service Inspector
o_altTitles/cb65652f-9660-4888-8430-65dafddc8dff,Refrigerator Tester
o_altTitles/e9dfa900-7485-4ea6-9074-d838506da6a1,Regrader
o_altTitles/ac2033b7-1a92-433f-8e38-c24795c9ee59,Regulator Inspector
o_altTitles/ae241b41-3aec-493d-a967-7443f80bc953,Regulator Tester
o_altTitles/92d48c02-0607-4de2-a1a6-b13ec52294ec,Reject Opener
o_altTitles/5b8ad9b8-d61c-49cf-8663-8a83c26b3cea,Rejector
o_altTitles/006b0790-d31b-4f8c-9907-466d21e5c002,Remnant Sorter
o_altTitles/980bc137-e27c-4300-8c8a-0030f3d2e8ce,Resistor Testing Machine Operator
o_altTitles/2454e842-92b6-431d-8b0c-ef718b9ef901,Returned Goods Sorter
o_altTitles/83d983e3-9cda-4881-975f-50e86a1ee60b,Returned Materials Inspector
o_altTitles/e11c7525-3a4b-41df-ad7e-d86784943d78,Ring Sorter
o_altTitles/1a5f23d9-1b95-4675-8805-7cc3e4aafed5,Rivet Sorter
o_altTitles/ebd1ca50-d1e1-4757-81da-bfdf534d88b5,Road Machinery Inspector
o_altTitles/c54f662b-8704-4168-b9cf-19ed075062cf,Road Tester
o_altTitles/d37ba548-ffbf-4bba-83c0-f66a0afb7428,Roadability Machine Operator
o_altTitles/df42248f-57d2-4b20-afe5-e0246d74b3e3,Rocket Engine Tester
o_altTitles/6889594b-b952-4f5a-acb8-c9c6d9e1b8a6,Rocket Motor Tester
o_altTitles/bac6a65e-a072-4990-8b4f-c14a9404ccb1,Roll Examiner
o_altTitles/4b7dc0e6-1e57-46b4-aed4-25502c020809,Roll Inspector
o_altTitles/334be78b-e5b5-4d86-a515-9995e5813feb,Roll Tension Tester
o_altTitles/1a410e7d-4c4e-4dae-ab1e-34f8b407467b,Roller Bearing Inspector
o_altTitles/df9b5f2e-bfac-44ba-8c8f-a4d28a596129,Roller Inspector
o_altTitles/aad9f23c-79f8-4516-81aa-bf96e3247757,Roofing Tile Sorter
o_altTitles/276ad47b-f3f8-461a-8a77-b79491fed6b3,Rotor Balancer
o_altTitles/364bacf9-dae9-4884-a9d2-8365275867fa,Rough Rib Grader
o_altTitles/8fe5caba-1cd8-486e-ba2a-27a010156122,Rough Rice Grader
o_altTitles/dae3bef8-2958-449c-bf44-a5cfb39ba646,Roving Inspector
o_altTitles/723f1cb7-9af4-494b-b708-2fac6c62c7e3,Roving or Yarn Color Checker
o_altTitles/7296d167-4fb5-44f7-8bd1-a61620d72a2d,Roving Sizer
o_altTitles/e9576f36-b2dd-439a-8d57-7beb83030c2c,Roving Weight Gauger
o_altTitles/e8f910aa-e41d-42e0-b683-4f9c72f80718,Rubber Goods Inspector
o_altTitles/cc343330-5afb-4501-bc54-372b26f74786,Rubber Goods Inspector-Tester
o_altTitles/0fad250c-579a-4669-bb80-87fd5a6c6b11,Rubber Goods Tester
o_altTitles/5e906fae-2b30-4742-bec9-dea8a7e932dd,Rubber Stamp Dies Inspector
o_altTitles/1caf4933-ae6a-493d-bb58-3eacb7cb09c6,Rubber Tester
o_altTitles/97f7c94c-9cc4-46e1-9f6e-4661f41845fc,Rug Inspector
o_altTitles/9e462666-e585-4932-a82b-7e761f3f00f6,Safety Equipment Tester
o_altTitles/1b2a6918-e72c-47ea-a0ef-e6c0019ef218,Safety Fire Boss
o_altTitles/8347a3d3-f30a-4c1c-a4fb-3d5d1862c6e1,Salvage Inspector
o_altTitles/5bca1517-d17e-4ec0-8464-8c5306d3c83b,Salvage Mechanic
o_altTitles/509a24d4-ee3f-440f-b9ec-5c39480246ab,Salvage Worker
o_altTitles/4eb05116-cc09-45bc-bdb1-259438fd6ac8,Sample Collector
o_altTitles/0abc0105-2606-4581-95cb-869a9e1df5bf,Sample Color Maker
o_altTitles/9a62294c-905f-4a28-ae3a-ee41f1f0de09,Sample Examiner
o_altTitles/1863afb7-ddab-4d82-bb20-29824a54804c,Sample Selector
o_altTitles/a2424de8-f6e2-4e89-9dc6-487a04840a2b,Sample Tester
o_altTitles/dfd2cfb6-e930-4fab-a51d-4a472a96f167,Sample Tester-Grinder
o_altTitles/b204cc80-0eb0-4b84-aa01-e8948b143e48,Sample Washer
o_altTitles/77d24177-dfc3-42e6-b911-aa1e351c2a74,Sampler and Test Preparer
o_altTitles/dbf6d1ef-e14b-42f0-9b30-e831ca93f8f1,Sampler Tester
o_altTitles/4ba92143-cdcb-47a4-a486-8e20273983bb,Sand Tester
o_altTitles/b98be526-db0d-4e3e-8a6d-bee6dc16ac69,Sausage Inspector
o_altTitles/76c2dd8d-1861-4526-8741-157614c79caa,Scale Balancer
o_altTitles/c7b649c0-4477-4507-a515-69210449963f,Scaler-Packer
o_altTitles/d868c632-26eb-4741-b2d7-ff0690bddbd5,School Photograph Editor
o_altTitles/2fd25768-8013-417c-8343-2cc21cdc6c4e,Scrap Separator
o_altTitles/3bd82c57-52bd-40ac-9e1e-3847e08f7115,Scrap Sorter
o_altTitles/74523d16-ec19-4dee-a10d-65f14c8a9eb5,Screen Printing Inspector
o_altTitles/5f025f8d-8484-40d7-a849-c85e5f021d12,Seconds Handler
o_altTitles/3a7fb502-d7f7-48e4-ba7b-87499ba1cd31,Selector
o_altTitles/f62309b0-26c5-4d60-a7cf-128f1446193e,Semiconductor Packages Leak Tester
o_altTitles/a88dce97-f336-44e8-ad18-1117623f5a0b,Semiconductor Packages Tester
o_altTitles/07904117-7079-4471-bbe3-d46e0016ae03,Semiconductor Testing Group Leader
o_altTitles/c945afa3-e24c-4c61-811e-43857165766e,Semiconductor Wafer Inspector
o_altTitles/6659d53f-4b8d-45f8-88aa-870133dd75bf,Semiconductor Wafer Processing Inspector
o_altTitles/952ce3a3-73f8-429b-b4ea-abd71e9f567e,Semiconductor Wafers Tester
o_altTitles/76574713-939a-4f03-b0b2-ecd0215c69be,Senior QC Technician
o_altTitles/6438e53f-9391-4845-92e6-f44ff0afb5e5,Senior Quality Control Inspector
o_altTitles/dbc35fe3-b986-464f-ab7c-187bfe813830,Senior Quality Technician
o_altTitles/9ebfaf15-9c19-48ae-bc0e-e536300b3237,Sensitized Paper Tester
o_altTitles/9c64ba6e-c326-49ce-b35a-a7ca4b3f8a61,Service Inspector
o_altTitles/89990aaa-e214-4710-bc2e-b41694e07c59,Set Up Inspector
o_altTitles/47cb79a5-3176-49e5-a071-02ff9fdc64e1,Set-Up and Lay-Out Inspector
o_altTitles/92690ab6-cecf-49dd-9130-676c77a30c18,Sewer Inspector
o_altTitles/80ec3f88-28ea-4a5e-b1bc-51c333a91884,Sewing Machine Tester
o_altTitles/f8848686-7b0c-46c5-971c-bad04308c40a,Shade Matcher
o_altTitles/378af2bb-eea0-4d66-aa35-4e5286b89a4c,Shader
o_altTitles/a909f28f-8c46-4b5a-a558-8a77ba5ec5f2,Shadowgraph Operator
o_altTitles/425dc5a0-ac06-4d49-b8f3-ede2bb30fc6a,Shadowgraph Scale Operator
o_altTitles/2203f83b-aa8d-4526-96f0-2ed18b397df0,Shaker Plate Operator
o_altTitles/d7c9c44f-b329-4337-a096-bc55c4e4c14f,Shank Inspector
o_altTitles/43b84e07-14b6-4cb8-bba4-0035d40ae1cf,Shell Grader
o_altTitles/4e98753c-0176-463c-9d8d-3989d262ff1b,Shells Inspector
o_altTitles/bbc4eac5-f562-40c3-bdc8-69e6deb36450,Shingle Grader
o_altTitles/4e8983d6-0e4e-4754-8b43-066a745db83c,Shingle Inspector
o_altTitles/06615a97-6e68-4e4f-8b23-b2d6a2445073,Shipping Inspector
o_altTitles/dc44ea1b-92cd-4706-9c95-65000196514f,Shoe Parts Caser
o_altTitles/5ca298e9-fc93-4a78-9ca2-83f9dd02e3bf,Shot Examiner
o_altTitles/506ec6f3-eb60-4cbd-a8b2-bf2410231694,Shuttle Final Inspector
o_altTitles/6616a236-304d-43fc-9376-fe866da1c0e2,Shuttle Inspector
o_altTitles/a2b35a75-dcfc-4f25-b117-e17a84fd788a,Sight Mounter
o_altTitles/091f7835-ff1f-4683-a837-cfe29f2fb2fc,Signal Tester
o_altTitles/928796d2-2714-4e88-ae30-97836893391c,Silk Screen Printing Racker
o_altTitles/0ac22d7e-b398-41f4-a5e1-95c49b9544db,Skin Grader
o_altTitles/b93e4014-2151-4e4c-a1fd-69f1d4beb8de,Slide Fasteners Inspector
o_altTitles/f93c9376-1268-4c56-ac79-fa581edd1bff,Snuff Container Inspector
o_altTitles/22dae4a8-19e6-4ce7-a4db-0d30ec46f39d,Soap Inspector
o_altTitles/f5258117-9b12-47fc-9319-e81f980b95b9,Soldering Inspector
o_altTitles/41267b65-0f06-4670-b883-569900415d21,Sorter Operator
o_altTitles/c2143c57-c0bb-4941-8a68-6cae0f4d754d,Sorter/Assay Tech
o_altTitles/4ac0ccc0-7e2c-430e-b16b-ebd78f5d7578,Sound Tester
o_altTitles/d7ed6461-764f-4103-b360-1425ff8652b3,Spark Plug Tester
o_altTitles/f2f25935-cea3-4c3a-874c-6f7a556b8e02,Spark Tester
o_altTitles/44b2c457-f426-4482-9f26-bc4fb31dbd21,Special Tester
o_altTitles/e93be018-19da-405a-8d4c-354413325f17,Speedometer Inspector
o_altTitles/d0c9012f-30fc-4243-b621-89b8359dc19d,Spindle Tester
o_altTitles/203dfbe1-4341-485e-9066-926340c54bee,Spoilage Worker
o_altTitles/25e14959-e6e0-41eb-a043-3c82d8ba682d,Spool Sorter
o_altTitles/c728bf96-759a-4808-ad0a-3e1dbf72ffc2,Spot Checker
o_altTitles/6bd9a038-b6b0-40e7-bfdd-1fa5c2362e68,Spring Inspector
o_altTitles/44da4159-f420-429d-9e07-5521052412ac,Static Balancer
o_altTitles/ff1964c4-d970-4d97-bace-85021fe2fb2a,Stave Grader
o_altTitles/a62e1724-63ff-4cd8-a3cd-95311afaf6b3,Steel Inspector
o_altTitles/3d54643e-87d6-4a28-9aa4-1e4f57b7000e,Steel Sampler
o_altTitles/817ffc29-7fd2-4a2a-a2b4-5f03dc2139db,Steelscope Operator
o_altTitles/38ec9048-ba32-4819-9487-ab7738592856,Stencil Inspector
o_altTitles/a8445d73-e950-49e3-a980-daaf206495ec,Stock Parts Inspector
o_altTitles/a7c6d1f5-e329-4dd9-b906-9141a462858e,Stocking Inspector
o_altTitles/3dde8c27-32e5-462c-b876-4e78c1a6ed54,Stone Grader
o_altTitles/f40d3393-07b5-4a04-9cfb-ef2894609f15,Storage Battery Inspector
o_altTitles/91bc68eb-13e4-4f75-9b80-32359dea0024,Storage Battery Inspector and Tester
o_altTitles/264daa09-ca53-4ce4-a488-f2e5327891a1,Storage Battery Tester
o_altTitles/1336959a-8863-47e6-94d4-b2ebfa761bdf,Stummel Selector
o_altTitles/97564041-de80-43f6-ab42-f18a05265451,Substation Inspector
o_altTitles/32e3ff16-95cb-431e-9483-0083875fc490,Sumatra Opener
o_altTitles/6c3b143a-7089-4ab0-8f50-57622b7f575d,Surgical Garment Inspector
o_altTitles/020f1587-5469-4ce0-933e-7bf1b38758f7,Surgical Instruments Inspector
o_altTitles/9983353c-895c-4850-9852-4995bcb82c08,Swatch Checker
o_altTitles/17a55820-ad49-4b80-854e-e655b39f9d14,Switchboard Inspector
o_altTitles/9b3eeddf-be42-415e-ae70-d49da06bf2cc,Table Worker
o_altTitles/b3f0bf34-800c-4891-9b72-ceff563f8441,Tablet Tester
o_altTitles/42978cd7-57a5-4cf4-875f-f0d62db9eeac,Tank Car Inspector
o_altTitles/01f49978-72b8-4267-8bf0-baa1fc88bed3,Tank Tester
o_altTitles/77c67a45-2dd4-4ec2-a7e9-1db9744be310,Targeteer
o_altTitles/71fb0950-c88d-4e41-a7dc-b1882fa4a6f1,Taster
o_altTitles/e01314a3-b38b-4a28-ab29-bcd3ec3a177d,Tea Taster
o_altTitles/ac46af64-4b73-46f8-9818-9a11ea7d09ca,Telegraph Inspector
o_altTitles/5a5e29a6-547f-4265-80f6-ee7548a9490a,Television Inspector
o_altTitles/2c366c50-904e-49fd-b60d-3a806fc54083,Television Parts Tester
o_altTitles/853b2c24-5ca8-4828-a07e-ea71a99a016b,Temperature Control Inspector
o_altTitles/4685ad32-6af7-4403-8c3b-36681140f4af,Temperature Inspector
o_altTitles/05aaf048-1b71-4b2a-a0c4-e93cd7b3d348,Temperature Regulator
o_altTitles/c404b9b2-afb3-4d30-b1bf-e10979781ebc,Template Checker
o_altTitles/e8b6fd54-52c8-4f68-b85f-7446995f7037,Test Car Driver
o_altTitles/9b392274-0393-4215-8f30-7ad306b5b56a,Test Carrier
o_altTitles/77a947e9-828e-4c65-a623-e499abc22dfc,Test Desk Trouble Locator
o_altTitles/1f5533c5-9712-4d99-b093-37522bb5f8aa,Test Driver
o_altTitles/c2040e3b-02cd-468a-a644-ab5a342e79c1,Test Preparer
o_altTitles/8449c73c-341a-4152-a6fe-8b192b686334,Tester Operator
o_altTitles/ffb9a26d-9183-4676-af00-20595d706d85,Tester/Lift Trucker
o_altTitles/32956834-399f-4f4b-90f6-501de5fbc602,Testing and Regulating Technician
o_altTitles/44b29fcf-f7a0-472e-b86f-eec40667a342,Testing Machine Operator
o_altTitles/c73c356a-d951-4ac9-b50a-2c2414174ccf,"Testing, Shaking, Shipping"
o_altTitles/38cc9f05-219c-4826-a438-89aef02956f4,Texturing Process Quality Control Checker
o_altTitles/4cde669c-7042-4cc4-a7ed-e297b1488f90,Thermocouple Tester
o_altTitles/3e5ce7b7-b34a-46cd-a0e2-91988e9500cb,Thermometer Tester
o_altTitles/4c0e8251-90fe-4705-834c-5890ae6390da,Thread Checker
o_altTitles/e7da1809-b705-4875-9f75-1ee3f5c34842,Thread Inspector
o_altTitles/4676ce0b-7663-4712-b06d-8886f4f2e70d,Tie Inspector
o_altTitles/71d7a796-9f1f-4670-900e-873a156351fa,Tight Barrel Inspector
o_altTitles/f463b996-b1c3-41b7-983f-4a83518442cf,Tile Grader
o_altTitles/5e4a670f-f5c5-4887-bc70-9d0b1c3789dd,Tile Picker
o_altTitles/eae5b43a-4c55-465b-959e-ae924b7f44c2,Tile Shader
o_altTitles/d218b56c-8713-41ec-ad19-261926578b28,Tile Sorter
o_altTitles/99477332-5002-49aa-943f-2df5a478b08b,Timber Inspector
o_altTitles/a59f78ef-e60f-4d17-b870-d05fe17cd329,Timers Inspector
o_altTitles/8bf237ed-89b0-4bd6-82bb-26db15a75a69,Timing Inspector
o_altTitles/b5eb9ed3-f7e5-4264-aeb2-66799a8bbe9f,Tin Assorter
o_altTitles/36e9af7b-d1c4-45ba-9f25-31fde3bd7baf,Tin Flipper
o_altTitles/23ced29f-6096-476b-b94b-92a1fec8395c,Tin Flopper
o_altTitles/a293be93-2403-444b-85f2-831949907dcd,Tip Length Checker
o_altTitles/04c185fa-3479-4a85-92f9-32b9f7c3597c,Tire Classifier
o_altTitles/98e5f811-6f73-489c-beff-47b1bd089622,Tire Inspector
o_altTitles/989dcc84-f187-445b-8a52-62b0b0d369f0,Tire Mold Tester
o_altTitles/e194f76c-6913-4d6c-b310-49a64a49afe9,Tire Sorter
o_altTitles/079eadf2-c739-49bc-bd71-53d744103153,Tire Tester
o_altTitles/5433c5f2-ff19-4366-91ca-9c42421fbb22,Tobacco Sample Puller
o_altTitles/dadfea99-b9f3-4fcb-9730-fabab3833e5c,Tobacco Sampler
o_altTitles/5079c6dd-efe9-488b-9f8b-663e4e8592fe,Toll Line Inspector
o_altTitles/bb90812e-1945-4a4a-926d-d539435299f4,Tooth Inspector
o_altTitles/01244d83-57ca-456d-b14a-ca0bd2eea736,Torque Tester
o_altTitles/b83558b8-0161-48d6-b599-949d22264743,Towel Inspector
o_altTitles/716162c9-56c9-4026-9284-6eb1482aa093,Toys Inspector
o_altTitles/2d1be780-0831-448e-8d98-846448b11bc4,Transformer Tester
o_altTitles/1f8d58d2-b382-40b5-a308-0235351b7deb,Transistor Tester
o_altTitles/dca1af19-4422-4ec9-a4ce-bfa98fb22de2,Transmission Inspector
o_altTitles/fbbedb06-5f91-4e20-9397-9ce01670b1a9,Treating Inspector
o_altTitles/824ac7d9-9851-451a-bc60-6915d57cb023,Triple Air-Valve Tester
o_altTitles/243a7895-6486-4122-8967-58873eb3f05f,Trouble Locater
o_altTitles/49bb853a-ce78-4fa1-a1c4-c0c394be1c6f,Truck Trailer Final Inspector
o_altTitles/9f1751fa-994e-4dc1-a4f4-4cba0b0b827b,Try Out Person
o_altTitles/966256bc-4442-450a-88c8-516c87bea661,Tube Inspector
o_altTitles/ea94006b-a149-4990-af40-d6267e457c1d,Tube Sorter
o_altTitles/41082b89-52ca-41a5-a75b-114170f27abc,Tube Tester
o_altTitles/8d9b72d0-0ebe-4870-961d-4833c9123192,Turbine Attendant
o_altTitles/85e263ca-682c-44a0-a304-f9e48b9f340b,Twist Tester
o_altTitles/591b6dde-e7ca-4911-a2d6-1be7ab68ae73,Type Inspector
o_altTitles/d77d7ac4-6b5d-445e-9e70-37b9a5f80879,Type-Copy Examiner
o_altTitles/5b49e2c7-0cbe-4b49-979c-8878d6a3b1f8,Typewriter Assembly and Parts Inspector
o_altTitles/1b798df5-86af-4349-b25a-b129343547e8,Typewriter Tester
o_altTitles/2ddd1bdd-ddc5-4ee3-ac65-72793e179199,Upholstery Covers Inspector
o_altTitles/4472e0b4-9ab4-47c8-9e74-a278302fb329,Upholstery Parts Sorter
o_altTitles/5799b42a-4c85-4197-a8b0-59f34ff0459a,Upper Leather Sorter
o_altTitles/6e995972-0499-476f-9979-0d6ae0cef97d,Utilities Service Investigator
o_altTitles/61cf47c1-f128-4cc7-a400-8a8f2d4d54df,Valve Tester
o_altTitles/559df8e4-fd3f-4635-ac7e-c3ba9c742685,Varnish Inspector
o_altTitles/62dbb072-3851-4eb0-ba0c-28edca1348a2,Vegetable Tester
o_altTitles/b186dc10-3dca-488b-97b0-1ff515801dbb,Veneer Grader
o_altTitles/9e9fba25-874a-41c3-9c21-18cecc5ce1ac,Veneer Matcher
o_altTitles/d157a154-e05f-46df-ac93-d3afc83e15de,Veneer Measurer
o_altTitles/01f5369e-38f4-4657-868b-95fa8a6cb65e,Veneer Stock Grader
o_altTitles/ddff077c-4770-4776-b7d7-e6244af6d412,Vibrator Equipment Tester
o_altTitles/6570021e-eaf8-4eff-ac5f-1f0a60a80792,Viscosity Tester
o_altTitles/e4106355-5c47-4e78-a046-7c67f6fd4aa1,Voltage Tester
o_altTitles/9dd892db-47fc-40aa-846a-399c06628277,Wafer Substrate Tester
o_altTitles/5a6106c7-32d9-4cb4-a463-1abc77ed4f4f,Wallpaper Inspector
o_altTitles/da509467-ce0e-48c9-b49a-49abf6daccd0,Wallpaper Inspector and Shipper
o_altTitles/be8abb1f-6343-4829-a38b-6d95a2645bb5,Ware Tester
o_altTitles/345deae4-9576-43fb-9668-6478d75808b6,Warp Tester
o_altTitles/b4817ac4-b264-4edc-b447-8c1cd262c90e,Warp Yarn Sorter
o_altTitles/58941bac-24f3-4bfe-ad95-be0447e42d72,Waste Disposal Leakage Tester
o_altTitles/cac98e72-bf37-4483-93a6-97332852300f,Waste Examiner
o_altTitles/e008a551-c865-42e2-a769-c6d3028a9d37,Waste Salvager
o_altTitles/28ed9248-71c3-46a3-b6cf-4183e0bbfff9,Watch Assembly Inspector
o_altTitles/8eeca69a-5137-40f4-8851-b34840f3fc9f,Watch Parts Inspector
o_altTitles/e329aae5-235f-4c57-8c0c-4d45ca698388,Watch Train Inspector
o_altTitles/d26ebd29-3d09-4a32-8d33-92512d8d5861,Water Leak Repairer
o_altTitles/1801d589-b331-4a66-b388-e9ef935ce352,Water Quality Tester
o_altTitles/2f70549b-498b-411f-99da-c3eecfe3032c,Weaving Inspector
o_altTitles/6757a932-ef1c-45a4-8d39-ec5c2a6ecd54,Webbing Inspector
o_altTitles/e08b01e2-068b-402f-94e5-4f0c1a8d5cd4,Weigh Machine Operator
o_altTitles/1830b6b3-f4bb-46b6-8b65-7217db4bd685,Weigh Tank Operator
o_altTitles/590f644c-6a23-4b84-a1ae-c1f630608317,Weigher and Crusher
o_altTitles/7ec3f5a4-3165-4756-afd6-7fabfdf8136a,Weigher and Grader
o_altTitles/68a0b741-cd3f-49a6-8668-8fa47477eaea,Weigher Operator
o_altTitles/d12834e5-17cd-4d8f-9ce0-87c30fdcc8c5,Weight Tester
o_altTitles/db9f30fe-d5b2-4e45-9a45-e0b6230de897,Weight Yardage Checker
o_altTitles/b1c57d6a-3eea-4a13-b289-dea147e478ce,Weld Inspector
