_id,Scale ID,Task ID,O*NET-SOC Code
o_jobTaskRatings/d96c513c-4ac8-4347-afbc-69eb948d91e6,,8475,51-4021.00
o_jobTaskRatings/0499d8d7-7a1b-467d-b215-8cbb48288550,,8476,51-4021.00
o_jobTaskRatings/9d32809d-e908-443f-850f-b7e8daf330e3,,8481,51-4021.00
o_jobTaskRatings/4e27494c-5f95-40a5-98b5-dca3710d994b,,8480,51-4021.00
o_jobTaskRatings/4662f6b8-0cbf-4442-9c8e-40f9e7e17bc2,,8485,51-4021.00
o_jobTaskRatings/25eac7f6-8229-4ebb-95f5-f29be981038c,,8487,51-4021.00
o_jobTaskRatings/19b1b34e-cdc0-481d-9539-8c145a853219,,8486,51-4021.00
o_jobTaskRatings/bf8658a0-ac1e-4a25-9096-f7d21d3ce866,,8488,51-4021.00
o_jobTaskRatings/8b1dfc51-7744-4ecd-bc23-e134e9c37940,,8482,51-4021.00
o_jobTaskRatings/585fa166-7226-4083-be9b-1cc2379b4fb0,,8478,51-4021.00
o_jobTaskRatings/5caa3792-02eb-4a5d-bfa3-52d0c3559a09,,8484,51-4021.00
o_jobTaskRatings/2a8bd697-7d5d-44ef-96e1-8a147dd85ff1,,8483,51-4021.00
o_jobTaskRatings/0bfe4a61-4f22-4783-984f-4bf8f44fae95,,10079,51-4022.00
o_jobTaskRatings/c407413f-7167-4f16-be74-ec17a5e5ba64,,10086,51-4022.00
o_jobTaskRatings/6970e737-295c-4cb4-b81b-7373f975d20e,,10078,51-4022.00
o_jobTaskRatings/36ec97e2-2bef-4095-9473-886bc24fd32b,,10085,51-4022.00
o_jobTaskRatings/daee4748-d758-4fa3-a1ca-bf22c80d7676,,10082,51-4022.00
o_jobTaskRatings/96fbd689-624a-477d-9354-6df7017b1b1e,,10087,51-4022.00
o_jobTaskRatings/46f75f29-96b3-43d1-91f6-4791b1807970,,10080,51-4022.00
o_jobTaskRatings/40bade54-100c-4169-ae48-901641980012,,10083,51-4022.00
o_jobTaskRatings/a3e617e0-32a6-4bcb-b51a-cbef4088fd32,,10089,51-4022.00
o_jobTaskRatings/f3f3572c-e0cf-4dde-8251-9d16e63e1334,,10081,51-4022.00
o_jobTaskRatings/9f81a73e-78a3-42ad-8c36-be0ea00b2614,,10084,51-4022.00
o_jobTaskRatings/7efecb6e-6839-4ebe-80c2-58a8ff15315e,,10088,51-4022.00
o_jobTaskRatings/9a4c1328-7eac-4c12-b8b3-e4c2aef0b055,,10090,51-4022.00
o_jobTaskRatings/9eb76839-a189-437f-bd17-e787bda5a3c8,,10092,51-4023.00
o_jobTaskRatings/450c9af6-3e41-4e80-9482-e60a8fa27f89,,10091,51-4023.00
o_jobTaskRatings/79d6d98c-183a-47c4-9d5e-6bfc859dc485,,10096,51-4023.00
o_jobTaskRatings/32d164a7-3228-42f7-a8d1-91871082f9ab,,10093,51-4023.00
o_jobTaskRatings/ee876cfe-0519-4cc8-8f37-7afdc12394ea,,10094,51-4023.00
o_jobTaskRatings/3af8a734-73b5-46fb-8fd0-747c661f9dd5,,10095,51-4023.00
o_jobTaskRatings/3511ac74-0ac5-4c9c-ac23-91d35934bd4a,,10097,51-4023.00
o_jobTaskRatings/06f0fc17-0c64-4114-8e18-7fe4caede919,,10105,51-4023.00
o_jobTaskRatings/f442098c-5bca-4df2-b4c9-fb18f391d7d0,,10103,51-4023.00
o_jobTaskRatings/ce233071-55a3-4b25-af5d-f581fc2475be,,10099,51-4023.00
o_jobTaskRatings/012adea0-6234-4fbb-b983-1553610e3281,,10101,51-4023.00
o_jobTaskRatings/217eeacb-9be0-4822-b15d-97fa42ee27a1,,10107,51-4023.00
o_jobTaskRatings/7e4233d3-4a6c-418c-aea3-8464a7b00617,,10104,51-4023.00
o_jobTaskRatings/f01d3c5f-9d1a-4ae5-9a58-22796bd7b834,,10102,51-4023.00
o_jobTaskRatings/f11274ff-5044-482b-9122-3b3b1e6c5da1,,10100,51-4023.00
o_jobTaskRatings/8f1749b2-a1dc-40fe-8dbc-333190207bfa,,10098,51-4023.00
o_jobTaskRatings/2cc0c06e-f9d8-4418-b3b9-86bc5ba809c1,,10106,51-4023.00
o_jobTaskRatings/58c5f76a-9f68-4613-939d-343afb1daccd,,10108,51-4023.00
o_jobTaskRatings/4bc00472-8dcb-439c-9da1-b3a64d617400,,10109,51-4023.00
o_jobTaskRatings/17bc43ce-11e3-4094-b872-44105a6a0f6a,,10111,51-4031.00
o_jobTaskRatings/0420f201-b734-47e2-af8c-a270bd0f6f55,,10110,51-4031.00
o_jobTaskRatings/01a0eee0-a63c-41e1-95fb-2c0616bccafe,,10127,51-4031.00
o_jobTaskRatings/b350b612-e798-4ac1-942f-72f3a59ac69f,,10115,51-4031.00
o_jobTaskRatings/9e1695d2-2f5a-4d7e-9390-58b6af98322e,,10114,51-4031.00
o_jobTaskRatings/28d880df-bc07-4ccd-bbd7-b3f5ae0fa2ae,,10116,51-4031.00
o_jobTaskRatings/39595da1-01b5-4856-a05b-32ddc7dacf97,,10117,51-4031.00
o_jobTaskRatings/6f7c033e-d9eb-41e6-8d44-a258392500e2,,10112,51-4031.00
o_jobTaskRatings/8bda6cbc-d2d6-48d3-afe4-1c921ed644d6,,10124,51-4031.00
o_jobTaskRatings/41af57a6-2e70-4c6f-a511-6e3fe5aef70f,,10119,51-4031.00
o_jobTaskRatings/05dcef40-a124-4a71-8961-e34cc7c29e46,,10113,51-4031.00
o_jobTaskRatings/950e253c-53e3-4af3-9731-3e94fe08692c,,10122,51-4031.00
o_jobTaskRatings/c5fe62cf-f5d7-4454-b76e-78886848376c,,10118,51-4031.00
o_jobTaskRatings/2d4774f7-4312-4b91-86d8-2aec31e05c38,,10130,51-4031.00
o_jobTaskRatings/c8ef3c26-3b27-4c13-bb25-165c98547eb8,,20820,51-4031.00
o_jobTaskRatings/787532a3-8037-483e-9c02-820b5d583343,,10132,51-4031.00
o_jobTaskRatings/671bd558-947e-4e49-9db9-1c4ac606e6a3,,20821,51-4031.00
o_jobTaskRatings/e3e23516-8e7d-4118-8a28-9f957d23b9c7,,10128,51-4031.00
o_jobTaskRatings/f3394f36-cf47-43c7-bea9-9449bbe7b487,,10131,51-4031.00
o_jobTaskRatings/ca7697f2-391c-4279-8fb3-c74e425627ad,,10120,51-4031.00
o_jobTaskRatings/0d12b171-0953-4b0b-a183-0af32289274e,,10123,51-4031.00
o_jobTaskRatings/b11ce584-88b6-4918-a56a-131d1e176d54,,10126,51-4031.00
o_jobTaskRatings/ea4d79b6-4e71-4b6a-8196-d68915f6415c,,10125,51-4031.00
o_jobTaskRatings/b4a1d109-448b-48f2-926c-709a14f7b4d8,,10134,51-4031.00
o_jobTaskRatings/d145c141-cb28-44ce-bc30-f3f770814c2c,,10136,51-4031.00
o_jobTaskRatings/522bd889-be78-4abf-bfa3-d90b312d34bf,,10129,51-4031.00
o_jobTaskRatings/3aa65de0-9d16-470a-9689-531b4121a0e1,,10121,51-4031.00
o_jobTaskRatings/6fcbf2d6-85c9-4d13-bd6f-e67561ec1f52,,10138,51-4031.00
o_jobTaskRatings/510399ed-b8a5-4c55-826f-25dea02f0948,,10133,51-4031.00
o_jobTaskRatings/5f784bba-37f9-41a7-ba67-fdb146327307,,10139,51-4031.00
o_jobTaskRatings/64f3a157-0790-4953-b3e5-b854e2e4a5e6,,10135,51-4031.00
o_jobTaskRatings/f642dab9-bd7b-40ef-834f-b79e757eb9a9,,10137,51-4031.00
o_jobTaskRatings/93581b66-0a33-4d93-aca7-2ac3b6eeaca0,,11974,51-4032.00
o_jobTaskRatings/91eeeaae-9916-42b8-9f7f-e796b7ef51b0,,11975,51-4032.00
o_jobTaskRatings/0f2525a1-0896-49c0-bcba-6f66446e3938,,11978,51-4032.00
o_jobTaskRatings/e651f744-15ea-4b8a-a923-818658387399,,11976,51-4032.00
o_jobTaskRatings/2c8d63e9-d636-48db-9b88-7233706e9f76,,11977,51-4032.00
o_jobTaskRatings/e06f18ed-48f4-4d73-8b3d-57d14bd76369,,11980,51-4032.00
o_jobTaskRatings/35c881f7-6166-4db1-ae01-ee3856c3d67f,,11983,51-4032.00
o_jobTaskRatings/3651e5fe-7411-4cae-bd92-bf68d35e2f62,,11979,51-4032.00
o_jobTaskRatings/a47d25e8-49d0-4766-bfc9-1848002a6425,,11984,51-4032.00
o_jobTaskRatings/e4f6aa93-a16e-46b0-866c-8ec0413c6e67,,11985,51-4032.00
o_jobTaskRatings/a2c4cf68-50d1-4885-9129-854ae62020ae,,11988,51-4032.00
o_jobTaskRatings/32768134-a5f0-40d1-a963-fc0bd24ea059,,11986,51-4032.00
o_jobTaskRatings/af8bc5e2-4abb-485f-a504-48554f31a516,,11981,51-4032.00
o_jobTaskRatings/6695521c-4819-4fe0-a809-bc40cde496c8,,11982,51-4032.00
o_jobTaskRatings/eb4dc630-2e14-4999-a373-d20919964658,,11987,51-4032.00
o_jobTaskRatings/a088e56b-412d-4fc9-8a8e-99acd3e167ef,,11990,51-4032.00
o_jobTaskRatings/72ba6a12-4491-4643-821f-0a7b31d35ff1,,11989,51-4032.00
o_jobTaskRatings/d055c58b-0d1e-456a-9835-90178626e7cf,,10140,51-4033.00
o_jobTaskRatings/fb64d9bc-ca41-498d-9208-00f18dd0bc6e,,10145,51-4033.00
o_jobTaskRatings/6c06f6ab-4544-4b7e-b658-880d9f1c8ef6,,10143,51-4033.00
o_jobTaskRatings/5b7e2faf-a1e0-4ef9-b2d6-b6e395a9e31a,,10150,51-4033.00
o_jobTaskRatings/c0d51163-417d-49f5-8852-f0e78bb81924,,10147,51-4033.00
o_jobTaskRatings/6a39b1c1-274b-4404-987e-34e800c50a0e,,10146,51-4033.00
o_jobTaskRatings/61a7933d-84e6-440f-ae5c-0d6266434027,,10148,51-4033.00
o_jobTaskRatings/b80d245a-b075-4744-a419-c37042614802,,10149,51-4033.00
o_jobTaskRatings/5e853899-48bd-49e5-ae3b-119a7106f2f1,,10142,51-4033.00
o_jobTaskRatings/71c2676b-ba3b-4f88-854b-d8ac176e9b90,,10144,51-4033.00
o_jobTaskRatings/366f86ef-fba0-42ce-bae8-a370e89ff8a8,,10151,51-4033.00
o_jobTaskRatings/247e4692-b700-4793-a5e2-63e65323793a,,10141,51-4033.00
o_jobTaskRatings/836c5cb1-6031-4d96-a3f5-e3202c268bf0,,10156,51-4033.00
o_jobTaskRatings/3fcbea05-b667-410e-9546-1e7b1bc884e5,,10152,51-4033.00
o_jobTaskRatings/d8cae57b-3c19-4cbb-82ba-1de26a23f240,,10157,51-4033.00
o_jobTaskRatings/a3da24bb-bacd-4829-a82e-26ae11c0f493,,10154,51-4033.00
o_jobTaskRatings/f6133787-4d21-4839-bdd0-d066d68bd949,,10155,51-4033.00
o_jobTaskRatings/3c3f0ad7-0beb-4258-9f0c-2f96d4955c6d,,10153,51-4033.00
o_jobTaskRatings/367b2234-2678-4196-bcf6-1ddfa47b52ea,,11993,51-4034.00
o_jobTaskRatings/b7857da3-68fc-468a-aefa-aa8ba9e5a537,,11999,51-4034.00
o_jobTaskRatings/cb444b6d-5e60-46e5-9f89-da382403c35a,,11991,51-4034.00
o_jobTaskRatings/f10b4647-7d25-4e3b-8bd1-e39aeea7f55e,,11995,51-4034.00
o_jobTaskRatings/a844d06a-4f9c-4ff7-9b92-a36d3916c091,,12000,51-4034.00
o_jobTaskRatings/b78438cf-1fb7-4646-b1a9-d72fa3874d46,,11997,51-4034.00
o_jobTaskRatings/b395fafd-5898-4956-96fe-e7544807cb7a,,11992,51-4034.00
o_jobTaskRatings/3ef33a46-30ee-4b89-a9e1-b13dc456c9e2,,11996,51-4034.00
o_jobTaskRatings/c20b9019-04ea-4a7e-8b6f-9fdb0f73f652,,11994,51-4034.00
o_jobTaskRatings/ace1edcc-8201-4a52-9b1e-de0f8080676e,,20923,51-4034.00
o_jobTaskRatings/5b76674d-c5fb-447b-8a81-f141a163b5e5,,12002,51-4034.00
o_jobTaskRatings/5ab78913-25e0-4dae-8d15-c0d7036a40e3,,12001,51-4034.00
o_jobTaskRatings/d2ee37d5-d553-483a-9576-561572e188d8,,11998,51-4034.00
o_jobTaskRatings/f74f2867-c762-4750-8ebd-475cede7c143,,12003,51-4034.00
o_jobTaskRatings/2798d6c3-b255-4496-a36a-3b048a85dba4,,12004,51-4034.00
o_jobTaskRatings/079c70ab-3df0-4986-bf5d-d8f6aa71a9b0,,12005,51-4034.00
o_jobTaskRatings/d3aa0b1a-2e37-4eb0-993a-d62139a39aa6,,14003,51-4035.00
o_jobTaskRatings/7f21384c-56c1-4439-b788-b9606a85b325,,14001,51-4035.00
o_jobTaskRatings/1fd477fd-971a-4be5-82a9-d76c82e028c9,,14007,51-4035.00
o_jobTaskRatings/cec9a87a-1c80-4969-a4fe-054feb2f7d42,,14009,51-4035.00
o_jobTaskRatings/87715a38-65f0-41f3-832b-cffec64dd18e,,14002,51-4035.00
o_jobTaskRatings/8b01ebc9-d0df-4200-b3ff-9acb42efc651,,14008,51-4035.00
o_jobTaskRatings/fafd3d4e-e14c-435c-8f54-fd6f45ef2b66,,14004,51-4035.00
o_jobTaskRatings/603599c8-725b-4a0b-8c5e-1185ed70fc90,,14006,51-4035.00
o_jobTaskRatings/ad26ba53-0e5e-4ec7-b1f8-bac8e1f855bd,,14005,51-4035.00
o_jobTaskRatings/2579cbbb-288d-4886-a9bd-aef71281d238,,14010,51-4035.00
o_jobTaskRatings/6fb0117b-9995-480b-b0d8-1d51b236c985,,14011,51-4035.00
o_jobTaskRatings/688a8dfa-c4af-42c0-9495-1c20807c97a9,,14013,51-4035.00
o_jobTaskRatings/6337cd52-6696-484a-80e2-b8517ee70e9f,,14012,51-4035.00
o_jobTaskRatings/ef3ff45e-dbee-49ac-b477-5b591b3eb0a9,,14015,51-4035.00
o_jobTaskRatings/c2b5292e-b46d-4524-bf1c-fb3edfc4022b,,14014,51-4035.00
o_jobTaskRatings/fb80035f-8dfb-4a3c-8e9d-d07d17017a0a,,20292,51-4041.00
o_jobTaskRatings/63ca64b3-a20b-4d3c-a86b-ee1162d8a801,,3094,51-4041.00
o_jobTaskRatings/af3706d1-cf7c-4d7b-9b76-c18c7c80950b,,20293,51-4041.00
o_jobTaskRatings/83e68984-d2cc-4729-91d5-cde14d2a8d46,,3097,51-4041.00
o_jobTaskRatings/080d62bb-3782-4753-adfc-304b69eb212d,,3095,51-4041.00
o_jobTaskRatings/681ef105-e80a-46c1-aac7-99cb56c2ac9c,,3098,51-4041.00
o_jobTaskRatings/2721b6ef-ad18-47e2-ad04-71b2da95339f,,20294,51-4041.00
o_jobTaskRatings/10941697-8399-49b6-8649-c99d235e5661,,20295,51-4041.00
o_jobTaskRatings/ccd324b0-9e81-4805-94a7-0ca8fe75d6ad,,3106,51-4041.00
o_jobTaskRatings/f9362edf-6d71-49d4-af97-ddda9ad2eb92,,3103,51-4041.00
o_jobTaskRatings/e434af02-fbf3-478d-90a0-9c2144ee0c8a,,3110,51-4041.00
o_jobTaskRatings/e16fb135-f5da-452c-84dc-8581f1e79373,,20296,51-4041.00
o_jobTaskRatings/3b30f580-dbcd-4964-84ff-9f171be43557,,3112,51-4041.00
o_jobTaskRatings/89762f33-e784-4ee7-bc85-4fa0dea66e1b,,3101,51-4041.00
o_jobTaskRatings/10816090-3226-4b8d-96b4-fc603d942235,,3117,51-4041.00
o_jobTaskRatings/80de0d94-8006-4da1-a1ee-2127fe218706,,3122,51-4041.00
o_jobTaskRatings/a157eb1c-97df-49b7-8b7b-34e03a3bf0bd,,19905,51-4041.00
o_jobTaskRatings/23a4423c-107d-4c85-9231-e358acf9012b,,19906,51-4041.00
o_jobTaskRatings/78d1da20-0760-44be-9d46-9e22fa42b925,,20297,51-4041.00
o_jobTaskRatings/f9d6c7bc-85bd-424b-b864-00d0e1916418,,3113,51-4041.00
o_jobTaskRatings/ee152cc4-c1ae-4995-8d98-485d7edc567d,,3107,51-4041.00
o_jobTaskRatings/b301a867-db73-4514-b603-742f520c6b0f,,3119,51-4041.00
o_jobTaskRatings/eee44ece-c50c-4dca-8f81-e55ff4a4c6b7,,3116,51-4041.00
o_jobTaskRatings/af426d0a-8ee6-4d44-a2ab-3fa5b5bb5ccd,,3115,51-4041.00
o_jobTaskRatings/f095352c-e067-476c-b309-f0e733bd8abd,,3114,51-4041.00
o_jobTaskRatings/f1de72e5-dc79-4d8f-8b4c-9191fcff1cb4,,3120,51-4041.00
o_jobTaskRatings/84a4f334-2106-48ae-b8cd-4d819bbb290b,,3109,51-4041.00
o_jobTaskRatings/da677841-0a36-4037-9837-b5d4d9338518,,3123,51-4041.00
o_jobTaskRatings/03341d72-06c4-46c4-b887-c217aac43eaa,,3121,51-4041.00
o_jobTaskRatings/e0662df9-6978-4e94-b7dc-b5254f86cf94,,10163,51-4051.00
o_jobTaskRatings/d2f264b2-ca03-4fd2-867f-f6356e030c4c,,10158,51-4051.00
o_jobTaskRatings/ad7f1194-a02d-4d6b-ace1-9ddf940153ff,,10162,51-4051.00
o_jobTaskRatings/78dc49d7-13ba-4cd8-a236-2e84ba5ee5e7,,10160,51-4051.00
o_jobTaskRatings/f245811b-2dec-48b2-8362-817ce1001a6f,,10165,51-4051.00
o_jobTaskRatings/aefe13cf-8977-4764-9e17-42249475be0a,,10161,51-4051.00
o_jobTaskRatings/9f14916f-7b80-40a6-81e6-06e463b9809b,,10164,51-4051.00
o_jobTaskRatings/e7dbb5ff-b633-4c4e-8059-31eeb7464b95,,10159,51-4051.00
o_jobTaskRatings/fd6ed1be-95d5-422a-ab9d-2b1adddabab1,,10168,51-4051.00
o_jobTaskRatings/67f23766-24c9-44d9-b92f-9f5dea57c91f,,10171,51-4051.00
o_jobTaskRatings/03951973-a19a-4cd7-94ba-86212af230e4,,10167,51-4051.00
o_jobTaskRatings/eedff456-1eda-4273-9980-d7842c3586b3,,10166,51-4051.00
o_jobTaskRatings/9ca35883-ff8f-4a1c-a961-90eb9298f01a,,10169,51-4051.00
o_jobTaskRatings/d82d9921-47bb-4ad3-877e-5cf77c9b9108,,10170,51-4051.00
o_jobTaskRatings/1f1f61b2-11b2-41aa-a316-8a39b5d5d004,,10172,51-4051.00
o_jobTaskRatings/25a71d29-2c32-447f-baa8-10336913462b,,12009,51-4052.00
o_jobTaskRatings/c5e68664-5672-45b6-9ca6-e0e76037f6b7,,12007,51-4052.00
o_jobTaskRatings/c406c1fd-6487-4018-96ae-1fbe6514e652,,12014,51-4052.00
o_jobTaskRatings/0c992c5b-7b55-4434-b9f4-fed51ef3aef5,,12008,51-4052.00
o_jobTaskRatings/9675cb69-ce1f-411c-9aa0-d80f607a81b0,,12006,51-4052.00
o_jobTaskRatings/9c66e74f-41e6-426d-9344-6250ae3f943f,,12015,51-4052.00
o_jobTaskRatings/b1a68bc5-2c66-4d6e-a9d0-3ee3e6854e6f,,12013,51-4052.00
o_jobTaskRatings/cab63457-93f4-4cb8-8065-7918cda57b03,,12011,51-4052.00
o_jobTaskRatings/d44334dd-946d-426c-b600-4c0ef08e8778,,12018,51-4052.00
o_jobTaskRatings/11cca4a9-8264-4b46-9a38-c24f7c607a07,,12010,51-4052.00
o_jobTaskRatings/064164ef-eca7-4238-b239-3b0f09065558,,12019,51-4052.00
o_jobTaskRatings/2f77618f-3db6-4772-aa95-35c58848d36b,,12021,51-4052.00
o_jobTaskRatings/51a2da41-d919-4f81-9310-1ff6f9a65245,,12012,51-4052.00
o_jobTaskRatings/99e409b2-e373-4dce-9067-17ebf0938f51,,12020,51-4052.00
o_jobTaskRatings/68f6d880-9297-4f86-ad8a-4bdadb172f0d,,12017,51-4052.00
o_jobTaskRatings/1720d41d-2c61-4000-befc-33fee560377a,,12016,51-4052.00
o_jobTaskRatings/80986f34-013b-4c2f-8e9e-f540ce183bfd,,12022,51-4061.00
o_jobTaskRatings/c5629e61-2792-4bd0-8970-afbe9725422b,,12024,51-4061.00
o_jobTaskRatings/abfbcde9-40a6-430a-b5ba-ab56cf47ee5b,,12027,51-4061.00
o_jobTaskRatings/07c85cd1-d7b8-4a05-b982-261cc0d4e1c0,,12025,51-4061.00
o_jobTaskRatings/2eaceae2-b62c-425e-8fa5-a2654864e7d5,,12023,51-4061.00
o_jobTaskRatings/de28d8d2-d1b7-43fb-89d6-dc84b7c03ae0,,12034,51-4061.00
o_jobTaskRatings/6179f5ce-c075-4daf-8478-6c29c385f67c,,12030,51-4061.00
o_jobTaskRatings/0156e718-5f9a-4ac3-9264-614b6fbca615,,12028,51-4061.00
o_jobTaskRatings/3e90991e-eb98-43db-b045-fa565b3e20b7,,20924,51-4061.00
o_jobTaskRatings/dc4a884e-3a32-4b32-bcdf-0341bbf98721,,12026,51-4061.00
o_jobTaskRatings/2c8f015c-8c81-4db8-b82a-f8807a16b4e2,,12031,51-4061.00
o_jobTaskRatings/2d2f05b8-c67c-4328-b57b-80b21f58ed0d,,20925,51-4061.00
o_jobTaskRatings/7aeefe58-aca4-471f-81ab-026c16d5cd8a,,12033,51-4061.00
o_jobTaskRatings/8908d8be-1d0d-4606-a797-a6bcb7571e2b,,12032,51-4061.00
o_jobTaskRatings/2b9dde85-b93e-4cda-96a7-e954e5deb8c5,,12029,51-4061.00
o_jobTaskRatings/8eb2d9a7-b652-4748-bebd-8e380e2151cf,,12035,51-4061.00
o_jobTaskRatings/b2b4861c-ec7c-4e0b-b8dc-df9f56d7107d,,12038,51-4062.00
o_jobTaskRatings/83ecf4c3-a40d-4abc-8e39-03c78ecb4c3d,,12036,51-4062.00
o_jobTaskRatings/c6ba98ad-0665-4950-9646-0a47f37fa103,,12042,51-4062.00
o_jobTaskRatings/e73a3b26-7938-48f0-a4a3-94cbe81b8307,,12041,51-4062.00
o_jobTaskRatings/248aec79-fe61-4254-99bf-5ca37b4662de,,12037,51-4062.00
o_jobTaskRatings/5ec6eebe-0c93-470d-87bf-ca2164d0c58f,,12045,51-4062.00
o_jobTaskRatings/5b7e9e19-87fc-41f3-9886-77aea5d86274,,12044,51-4062.00
o_jobTaskRatings/20995d68-bcfa-4be7-9e0e-e76d5e4eb2e1,,12046,51-4062.00
o_jobTaskRatings/cb84f455-2dbe-4a5a-ad53-2555fe2fe299,,12039,51-4062.00
o_jobTaskRatings/f2f1ab03-95bd-4c70-9912-7f111ed336e7,,21025,51-4062.00
o_jobTaskRatings/db0c93d1-65c1-4b2b-bb6f-b1caaf4f2719,,12040,51-4062.00
o_jobTaskRatings/bdf5eb68-c0d7-4178-a530-f6c09d0b119f,,12043,51-4062.00
o_jobTaskRatings/132f4cb9-6fe7-40fc-9bd3-40c3f7c6bab7,,12049,51-4062.00
o_jobTaskRatings/1f6b55c6-5232-4c23-993f-826daeba8a56,,12047,51-4062.00
o_jobTaskRatings/4d7a80d0-4738-4db2-a4a3-36dc1a36bec2,,12048,51-4062.00
o_jobTaskRatings/0ba3ae74-d032-46ff-be32-e390f8920484,,12055,51-4071.00
o_jobTaskRatings/f2bb854a-db1d-4835-b446-72cc8772a0eb,,12050,51-4071.00
o_jobTaskRatings/eec29aa9-f982-49f4-87fd-d6785b82a8ee,,12059,51-4071.00
o_jobTaskRatings/90bcf18c-288e-4362-980f-f9b30761ac55,,12051,51-4071.00
o_jobTaskRatings/c9def207-a9f2-46cf-ba22-7a88e31f1a03,,12052,51-4071.00
o_jobTaskRatings/cd5c12e2-0c5b-4931-9043-014fc5819446,,12054,51-4071.00
o_jobTaskRatings/a0305fa8-b00d-49a3-bec7-cf9428f10323,,12056,51-4071.00
o_jobTaskRatings/c0fc083b-c49d-47e9-b6e7-d57078c81f58,,12057,51-4071.00
o_jobTaskRatings/652d2ffe-96c5-4d30-9482-b3b2e5c19dd7,,12062,51-4071.00
o_jobTaskRatings/096fb7fc-5b26-46d5-90a8-e8211e030b6d,,12053,51-4071.00
o_jobTaskRatings/b4bde8dd-cfa1-4128-ae64-6dc4b835fb39,,12058,51-4071.00
o_jobTaskRatings/07937d13-7850-4028-816a-901a11399278,,12061,51-4071.00
o_jobTaskRatings/c97a2ff1-7a98-49ea-80ca-f134ae233297,,12060,51-4071.00
o_jobTaskRatings/bf553a35-a76c-494f-9170-02e5bc48c198,,10174,51-4072.00
o_jobTaskRatings/aa09aee6-2066-4f10-af34-469336f8ea5a,,10173,51-4072.00
o_jobTaskRatings/c9ce9d54-1205-4dc5-83ab-a05bf09f8093,,10175,51-4072.00
o_jobTaskRatings/22b14b45-6d10-4b7c-be7d-f5f155f34765,,10177,51-4072.00
o_jobTaskRatings/597781f4-37bf-45f2-ab1b-9ea1cf60c3b3,,10186,51-4072.00
o_jobTaskRatings/0a6f255f-3d17-4b9b-a75a-63f3e4967039,,10184,51-4072.00
o_jobTaskRatings/e059616c-aab5-424b-8097-efa97328f8bd,,10192,51-4072.00
o_jobTaskRatings/5703bf5c-ad19-4e9c-b400-e02a27efa770,,10188,51-4072.00
o_jobTaskRatings/5b50139e-55de-456d-b89b-b32eb6e9919e,,10197,51-4072.00
o_jobTaskRatings/d13028b7-2852-4036-84b0-15524b30b02f,,10195,51-4072.00
o_jobTaskRatings/f2d24a81-58ea-4c34-bed5-c70c52d700e5,,10194,51-4072.00
o_jobTaskRatings/996afbdc-40dd-4a86-a218-e8891c932c5c,,10181,51-4072.00
o_jobTaskRatings/cde94903-def6-49a2-bb20-0ec1605ba51c,,10182,51-4072.00
o_jobTaskRatings/4e819085-1140-4ef8-8d36-b64a60463247,,10191,51-4072.00
o_jobTaskRatings/3d2a1095-841c-43c7-ba5e-29b61f16d1e7,,10178,51-4072.00
o_jobTaskRatings/95b6ba2a-935c-47ac-b6d5-00440a436c0d,,10196,51-4072.00
o_jobTaskRatings/4ecbbcc7-243f-4eb6-9da1-c10573153dbc,,10203,51-4072.00
o_jobTaskRatings/dc6fc932-a531-4fd1-bbc6-90fe9a626c6a,,10198,51-4072.00
o_jobTaskRatings/285df4b5-b145-455d-b37e-6535cfc48547,,10189,51-4072.00
o_jobTaskRatings/1c15179b-b059-4659-b1a2-9451812cdcde,,10200,51-4072.00
o_jobTaskRatings/9dd1160e-b432-48d2-adc9-5d30d316122e,,10187,51-4072.00
o_jobTaskRatings/925d5e18-117f-43b1-a0eb-0cf1be6affd8,,10199,51-4072.00
o_jobTaskRatings/3834ea94-ce82-410b-b981-0424c7ec8e8d,,10176,51-4072.00
o_jobTaskRatings/a31c7fee-ea47-4e02-8994-e9578d6484dc,,10180,51-4072.00
o_jobTaskRatings/5480da45-dd97-4244-be31-a6c947494dfc,,10183,51-4072.00
o_jobTaskRatings/4d6ef9a0-0783-41f1-adc1-6d78e65f20f9,,10185,51-4072.00
o_jobTaskRatings/1d3f8e66-b54b-4ce0-b271-27e39a003a6d,,10193,51-4072.00
o_jobTaskRatings/94385178-5074-430b-8183-4a45474853e7,,10190,51-4072.00
o_jobTaskRatings/1f2d422d-bc04-41be-a9ad-ff378b4cabd3,,10205,51-4072.00
o_jobTaskRatings/f42261ed-9f81-469f-8c56-653d7c2f4405,,10202,51-4072.00
o_jobTaskRatings/9dfc9161-ee4b-46b7-a19a-36cadaefdc6f,,10179,51-4072.00
o_jobTaskRatings/8f83df78-ae5f-447d-b2f8-7c7eb9f2fa9c,,10204,51-4072.00
o_jobTaskRatings/5f9e6386-5192-4068-9de1-c847283fe066,,10201,51-4072.00
o_jobTaskRatings/7718726b-1da0-4f3a-9329-c7a19fb6daa4,,10207,51-4081.00
o_jobTaskRatings/4f3cd3b3-093c-40f9-bff3-69cadbde6e20,,10209,51-4081.00
o_jobTaskRatings/1fa04a09-a0c5-4839-93a2-1c5484a888b9,,10206,51-4081.00
o_jobTaskRatings/d84b06ab-39b8-4ef3-a5b2-7a827b91787a,,10208,51-4081.00
o_jobTaskRatings/3f58a4dc-8cce-4d4f-ad51-aaba3271f5c7,,10214,51-4081.00
