_id,Element ID,DWA ID,DWA Title
o_dwa/05910516-c119-4aba-a585-bbc9cf1238ab,4.A.4.a.5,4.A.4.a.5.I09.D06,Assist disabled or incapacitated individuals.
o_dwa/1f8c7d36-b157-4186-9d99-0db37994c4fb,4.A.4.a.5,4.A.4.a.5.I09.D07,Assist individuals with special needs.
o_dwa/545a7f3e-66ba-4b8f-a734-812a3213ff80,4.A.4.a.5,4.A.4.a.5.I09.D08,Provide for basic needs of children.
o_dwa/5ab57a6b-f64e-43c8-9166-cd89b3e8231b,4.A.4.a.5,4.A.4.a.5.I09.D09,Assist patients with daily activities.
o_dwa/5c9d11da-2bd5-4811-b188-90c0d834d0ac,4.A.4.a.5,4.A.4.a.5.I10.D01,Assist motorists or pedestrians.
o_dwa/3147cf82-f46d-4899-abe0-67f83c38e244,4.A.4.a.5,4.A.4.a.5.I10.D02,"Greet customers, patrons, or visitors."
o_dwa/c2ffb7cb-0dab-4353-92bd-8bf4c8438f47,4.A.4.a.5,4.A.4.a.5.I10.D03,Assist customers to ensure comfort or safety.
o_dwa/6a4ce29b-5fb8-43a7-9a7c-fbbb8c7cfa11,4.A.4.a.5,4.A.4.a.5.I10.D04,Assist patrons with entering or exiting vehicles or other forms of transportation.
o_dwa/eb4012e7-5b24-4af6-b0c9-981ab915917f,4.A.4.a.5,4.A.4.a.5.I10.D05,"Make travel, accommodations, or entertainment arrangements for others."
o_dwa/00e154ff-1f85-434d-adae-ab6784c2709d,4.A.4.a.5,4.A.4.a.5.I10.D06,Assist passengers during vehicle boarding.
o_dwa/763a086c-129c-42fc-99fe-feb41d0a114f,4.A.4.a.5,4.A.4.a.5.I10.D07,Help patrons use library or archival resources.
o_dwa/13522503-36c6-40f8-a81a-29a2f9b9255a,4.A.4.a.5,4.A.4.a.5.I10.D08,Assist customers with seating arrangements.
o_dwa/7fe202f1-3177-415e-9097-3f5ad664e457,4.A.4.a.5,4.A.4.a.5.I10.D09,Arrange services or reservations for patrons.
o_dwa/5dbdbe9e-2dfd-4e42-a5b0-88510217ef52,4.A.4.a.5,4.A.4.a.5.I11.D01,Assist practitioners to perform medical procedures.
o_dwa/659fec8e-705b-4e82-9217-1e79fd814081,4.A.4.a.5,4.A.4.a.5.I11.D02,Hold patients to ensure proper positioning or safety.
o_dwa/23f0ed38-12ec-44fa-a89e-2559f2987a69,4.A.4.a.5,4.A.4.a.5.I11.D03,Adjust positions of patients on beds or tables.
o_dwa/1cd60050-d70f-4cad-98b7-68b72f22acec,4.A.4.a.5,4.A.4.a.5.I11.D04,Position patients for treatment or examination.
o_dwa/1f890143-4d1d-42c1-80d7-0814507d3173,4.A.4.a.5,4.A.4.a.5.I11.D05,Assist healthcare practitioners during examinations or treatments.
o_dwa/3cae6840-5653-4ac6-b4af-b33fdea9f442,4.A.4.a.5,4.A.4.a.5.I11.D06,Assist healthcare practitioners during surgery.
o_dwa/f963c6cb-083f-4805-9cca-f59cde77c6fa,4.A.4.a.5,4.A.4.a.5.I11.D07,Prepare patients physically for medical procedures.
o_dwa/570e2b95-99e8-465e-b511-539da30f66c2,4.A.4.a.5,4.A.4.a.5.I11.D08,Maintain sterile operative fields.
o_dwa/c9de2058-9834-43ea-a424-3a1f950b202f,4.A.4.a.5,4.A.4.a.5.I12.D01,Care for patients with mental illnesses.
o_dwa/6d0498ed-8f2f-4c83-baa1-cf9ec7dd02cc,4.A.4.a.5,4.A.4.a.5.I12.D02,"Treat acute illnesses, infections, or injuries."
o_dwa/0ea5e77d-2d66-40fd-ae1e-9d64f14369b8,4.A.4.a.5,4.A.4.a.5.I12.D03,Operate on patients to treat conditions.
o_dwa/4f773ca2-60ff-4c19-97f2-138c5fe2ff12,4.A.4.a.5,4.A.4.a.5.I12.D04,Treat dental problems or diseases.
o_dwa/0459124f-6f14-41f1-8b09-cfae90de80c6,4.A.4.a.5,4.A.4.a.5.I12.D05,Treat animal injuries or illnesses.
o_dwa/b9117692-28a6-4db5-9169-ac3c681a1d5e,4.A.4.a.5,4.A.4.a.5.I12.D06,Administer cancer treatments.
o_dwa/2d1e796d-808a-4c35-b85f-dfae1e22b8da,4.A.4.a.5,4.A.4.a.5.I12.D07,Treat chronic diseases or disorders.
o_dwa/a41451a5-b519-496e-9fb6-3e45b4910ab8,4.A.4.a.5,4.A.4.a.5.I12.D08,Treat patients using alternative medical procedures.
o_dwa/814331bf-68e6-4479-9741-0bff363aa811,4.A.4.a.6,4.A.4.a.6.I01.D01,Advocate for individual or community needs.
o_dwa/2e0c1f7a-f544-4797-a4c7-723a2455794b,4.A.4.a.6,4.A.4.a.6.I02.D01,Merchandise healthcare products or services.
o_dwa/2c14ea5f-d681-4a12-89c7-1183f06ba7c2,4.A.4.a.6,4.A.4.a.6.I02.D02,Sell agricultural products.
o_dwa/7a9a6b9f-f19f-48bb-83c4-c78de6b375de,4.A.4.a.6,4.A.4.a.6.I02.D03,Customize financial products or services to meet customer needs.
o_dwa/38fd7eb2-4d8b-45e5-8015-ea0f8b0ad56b,4.A.4.a.6,4.A.4.a.6.I02.D04,Contract real estate to clients.
o_dwa/bfcd4e56-257b-49af-9144-0ad75a8b2272,4.A.4.a.6,4.A.4.a.6.I02.D05,Sell products or services.
o_dwa/3f88ccb1-f057-4f4e-9844-597f8ef5be99,4.A.4.a.6,4.A.4.a.6.I02.D06,Customize energy products or services to meet customer needs.
o_dwa/32fdcef1-ba38-4719-9b09-bbc1a36b5f45,4.A.4.a.6,4.A.4.a.6.I03.D01,Perform marketing activities.
o_dwa/b505cf31-5682-4dbd-9e93-b8b70777992a,4.A.4.a.6,4.A.4.a.6.I03.D02,Demonstrate products to consumers.
o_dwa/747012a9-a85f-4650-8464-13f360e03e0a,4.A.4.a.6,4.A.4.a.6.I03.D03,Promote environmental sustainability or conservation initiatives.
o_dwa/732b5562-df0c-490d-8fdc-47161adc88e8,4.A.4.a.6,4.A.4.a.6.I03.D04,"Market products, services, or events."
o_dwa/b3029483-e609-4389-ba1c-5e74163ac1d1,4.A.4.a.6,4.A.4.a.6.I03.D05,Contact current or potential customers to promote products or services.
o_dwa/105eca1c-903c-4229-a762-cc4df8932016,4.A.4.a.6,4.A.4.a.6.I03.D06,Promote educational institutions or programs.
o_dwa/091457b1-a5c0-4bbf-b3b8-a82a42ac4eae,4.A.4.a.6,4.A.4.a.6.I03.D07,Deliver promotional presentations to current or prospective customers.
o_dwa/2f1cd81d-8ed9-4532-830c-3b30ffec5bef,4.A.4.a.6,4.A.4.a.6.I03.D08,Promote agricultural or hunting activities.
o_dwa/85ec4a79-bcfd-4f2f-a115-9fdb8e3fe9c1,4.A.4.a.6,4.A.4.a.6.I03.D09,Distribute promotional literature or samples to customers.
o_dwa/87118718-5a3b-44e3-ba13-90ebc5177a63,4.A.4.a.6,4.A.4.a.6.I03.D10,"Promote products, activities, or organizations."
o_dwa/475bc601-8cb2-44b8-a7c8-16c6ef3aaa11,4.A.4.a.6,4.A.4.a.6.I03.D11,"Model cosmetics, clothing, or accessories."
o_dwa/4011b558-d3db-4347-bebe-137ee52c97bf,4.A.4.a.6,4.A.4.a.6.I03.D12,"Promote products, services, or programs."
o_dwa/8d799dad-31a8-4d38-bc3c-b95029b75a1e,4.A.4.a.7,4.A.4.a.7.I01.D01,Resolve interpersonal conflicts.
o_dwa/8e1c5ad7-f0a9-4d36-9a6a-a14d4d51b602,4.A.4.a.7,4.A.4.a.7.I01.D02,Arbitrate disputes between parties to resolve legal conflicts.
o_dwa/533e0d45-62bc-4adb-900e-5c865acce1c6,4.A.4.a.7,4.A.4.a.7.I01.D03,Mediate disputes.
o_dwa/309f6768-b442-43cd-ace1-080836e6bb5d,4.A.4.a.7,4.A.4.a.7.I02.D01,Negotiate sales or lease agreements for products or services.
o_dwa/da5e40cb-10f3-4553-bb62-3c6215292ac9,4.A.4.a.7,4.A.4.a.7.I02.D02,Arrange collective bargaining agreements.
o_dwa/5bcb8651-80e0-48d2-9f09-981d3abc4d81,4.A.4.a.7,4.A.4.a.7.I02.D03,Negotiate labor disputes.
o_dwa/e024bb40-8c29-46ab-86e4-32170586c6f4,4.A.4.a.7,4.A.4.a.7.I02.D04,"Negotiate contracts for transportation, distribution, or logistics services."
o_dwa/763aa261-4f16-4563-992b-31ea92f468be,4.A.4.a.7,4.A.4.a.7.I02.D05,Negotiate purchases or contracts.
o_dwa/2e0a8717-29e1-4098-b471-a6e380f05d01,4.A.4.a.7,4.A.4.a.7.I02.D06,Negotiate financial arrangements.
o_dwa/dca8f641-b6c4-49e0-88e2-df1692fadbb5,4.A.4.a.7,4.A.4.a.7.I02.D07,Negotiate prices or other sales terms.
o_dwa/b2a90c61-58fc-470f-af86-c6d8675fefe7,4.A.4.a.7,4.A.4.a.7.I02.D08,"Negotiate contracts for environmental remediation, green energy, or renewable resources."
o_dwa/70ae842f-f953-4aaf-b5b3-3085c9b10ea2,4.A.4.a.7,4.A.4.a.7.I02.D09,Negotiate agreements to resolve disputes.
o_dwa/023033eb-c560-434a-8563-bc5a28241122,4.A.4.a.7,4.A.4.a.7.I02.D10,Negotiate contracts with clients or service providers.
o_dwa/52fde935-23cd-41ad-aedd-d39a4dc1a14d,4.A.4.a.7,4.A.4.a.7.I02.D11,Negotiate project specifications.
o_dwa/c25744f9-7ac5-4d03-91b1-6377c00e8415,4.A.4.a.7,4.A.4.a.7.I02.D12,Negotiate for services.
o_dwa/cbe9c0e4-dda3-471d-b9c3-160ae147ede5,4.A.4.a.7,4.A.4.a.7.I03.D01,Resolve employee or contractor problems.
o_dwa/31b729cb-cc08-414c-9ced-112eb3dd371c,4.A.4.a.7,4.A.4.a.7.I03.D02,Resolve operational performance problems.
o_dwa/0ff300f6-2cbd-4963-83c1-b7306ff0af36,4.A.4.a.7,4.A.4.a.7.I03.D03,Resolve personnel problems.
o_dwa/d797b227-42b7-4732-b4f4-a13b9467118c,4.A.4.a.7,4.A.4.a.7.I03.D04,Resolve issues affecting transportation operations.
o_dwa/888fdd7f-dd56-4017-b0ab-2f84c21e3536,4.A.4.a.8,4.A.4.a.8.I01.D01,Audition for roles.
o_dwa/6f8bcd26-fdb1-4095-a9ad-151f7b25608b,4.A.4.a.8,4.A.4.a.8.I01.D02,Perform for recordings.
o_dwa/eab3e60a-8df6-4e7e-badc-ebcf94436f0a,4.A.4.a.8,4.A.4.a.8.I01.D03,Perform music for the public.
o_dwa/54ddae8a-fbcd-495e-b2ed-21833a9502a0,4.A.4.a.8,4.A.4.a.8.I01.D04,Collaborate with others to prepare or perform artistic productions.
o_dwa/e2620f38-55de-4338-bf55-d36d34f148f2,4.A.4.a.8,4.A.4.a.8.I01.D05,Entertain public with comedic or dramatic performances.
o_dwa/3adaf6d7-04ee-4d4c-a3e9-d35c72b2156d,4.A.4.a.8,4.A.4.a.8.I01.D06,Perform dances.
o_dwa/9694ebba-5b72-4503-b91a-ea16651aa6b9,4.A.4.a.8,4.A.4.a.8.I02.D01,Operate gaming equipment.
o_dwa/d0303950-3dd6-4800-9ad4-074c79283283,4.A.4.a.8,4.A.4.a.8.I02.D02,Conduct amusement or gaming activities.
o_dwa/cfb5c73b-63b0-4c2c-bcab-b33c6f3c5ce6,4.A.4.a.8,4.A.4.a.8.I03.D01,Respond to customer problems or complaints.
o_dwa/44be3992-1c21-4ecc-bc38-80dab28dcf70,4.A.4.a.8,4.A.4.a.8.I03.D02,Respond to customer inquiries.
o_dwa/a9ac8cea-1299-4772-8b01-0080f0dba2fe,4.A.4.a.8,4.A.4.a.8.I03.D03,Answer customer questions about goods or services.
o_dwa/e4b38bfc-b3da-48ba-91ad-9c2ab7430b39,4.A.4.a.8,4.A.4.a.8.I03.D04,Communicate with customers to resolve complaints or ensure satisfaction.
o_dwa/9bd28f31-8812-4859-8c8e-a6df9f929232,4.A.4.a.8,4.A.4.a.8.I03.D05,Resolve customer complaints or problems.
o_dwa/10241b4d-db2a-40b5-916d-545f57ffa3cd,4.A.4.a.8,4.A.4.a.8.I03.D06,Correspond with customers to answer questions or resolve complaints.
o_dwa/4ddb17bc-cfe0-4fc8-b8c8-9ef2fabc6512,4.A.4.b.3,4.A.4.b.3.I01.D01,Teach basic living or other adaptive skills to patients or caregivers.
o_dwa/46b70036-859b-429b-afd8-810be889240c,4.A.4.b.3,4.A.4.b.3.I01.D02,Teach life skills or strategies to clients or their families.
o_dwa/ec457517-33f7-4653-a0a2-2c885709b3ab,4.A.4.b.3,4.A.4.b.3.I01.D03,Teach daily living skills or behaviors.
o_dwa/c890e133-ff5f-48db-8931-3f038a8a8822,4.A.4.b.3,4.A.4.b.3.I01.D04,Teach life skills.
o_dwa/d8581fd3-f27c-4d30-8a89-ebe6c31e9b90,4.A.4.b.3,4.A.4.b.3.I02.D01,Teach vocational courses.
o_dwa/91109eb7-1bd0-40b7-89dd-b735ec102b62,4.A.4.b.3,4.A.4.b.3.I02.D02,Teach classes in area of specialization.
o_dwa/5bcbb2c0-2746-4d42-acdd-2943664f7e43,4.A.4.b.3,4.A.4.b.3.I02.D03,Teach social science courses at the college level.
o_dwa/5b0ab60b-016e-4a20-bff5-36d62839e623,4.A.4.b.3,4.A.4.b.3.I02.D04,Lead classes or community events.
o_dwa/a09b7beb-24a5-4251-a380-d76c6e9ca06a,4.A.4.b.3,4.A.4.b.3.I02.D05,Guide class discussions.
o_dwa/75c15a0c-4521-4a57-ac0a-8d9f07047475,4.A.4.b.3,4.A.4.b.3.I02.D06,Apply multiple teaching methods.
o_dwa/cd6a88ca-31d8-41d8-a256-7c6e3264638c,4.A.4.b.3,4.A.4.b.3.I02.D07,Teach online courses.
o_dwa/629ad4f7-07b7-4bdb-8f6b-44a6b2d5fe60,4.A.4.b.3,4.A.4.b.3.I02.D08,Instruct college students in social sciences or humanities disciplines.
o_dwa/da7b6abf-9acc-4c6f-9cb2-b8da0847452d,4.A.4.b.3,4.A.4.b.3.I02.D09,Instruct college students in physical or life sciences.
o_dwa/bb690d4e-395e-41a1-afc2-36d7050069a8,4.A.4.b.3,4.A.4.b.3.I02.D10,Tutor students who need extra assistance.
o_dwa/54a52d70-8203-43f9-ad10-5ab083643a1c,4.A.4.b.3,4.A.4.b.3.I02.D11,Teach humanities courses at the college level.
o_dwa/deb23ad5-c0a3-4cc0-9039-2ac10c4807a6,4.A.4.b.3,4.A.4.b.3.I02.D12,Teach physical science or mathematics courses at the college level.
o_dwa/f08cf7a5-f8fe-4bef-80f5-b8026b111662,4.A.4.b.3,4.A.4.b.3.I02.D13,Read to students.
o_dwa/826e6fd6-fc1f-4dda-adac-31a6d2f6a4c4,4.A.4.b.3,4.A.4.b.3.I03.D01,Educate the public about fire safety or prevention.
o_dwa/4df7a8ee-ea54-4390-8d77-be9936f817c0,4.A.4.b.3,4.A.4.b.3.I03.D02,Teach safety standards or environmental compliance methods.
o_dwa/17848b77-e60c-445b-8cc8-cea84c2d1b3e,4.A.4.b.3,4.A.4.b.3.I03.D03,Provide safety training.
o_dwa/dd135a6e-a217-489c-b455-57631b26dd99,4.A.4.b.3,4.A.4.b.3.I04.D01,Train personnel to enhance job skills.
o_dwa/466d0d9e-08f8-4fb9-955e-376aa40251bf,4.A.4.b.3,4.A.4.b.3.I04.D02,Train personnel on proper operational procedures.
o_dwa/7d099366-e389-4e6b-ad47-90989bb500ed,4.A.4.b.3,4.A.4.b.3.I04.D03,Train others in operational procedures.
o_dwa/78ffba09-8739-47b9-95e5-cf3f2926d819,4.A.4.b.3,4.A.4.b.3.I04.D04,Train personnel.
o_dwa/8faca807-dc48-4974-bedd-5d037376be14,4.A.4.b.3,4.A.4.b.3.I04.D05,Train sales personnel.
o_dwa/48b67a70-f5d2-4953-8c58-89c94c6291c6,4.A.4.b.3,4.A.4.b.3.I04.D06,Instruct staff in work policies or procedures.
o_dwa/8518f93f-4fe4-492b-9791-5d6b73b76d2e,4.A.4.b.3,4.A.4.b.3.I04.D07,Train others on performance techniques.
o_dwa/252da123-5c15-47ed-9d7e-363f26e7c374,4.A.4.b.3,4.A.4.b.3.I04.D08,Train staff members.
o_dwa/8b4e3b5c-b8ae-4cb0-ae29-841c258a5abf,4.A.4.b.3,4.A.4.b.3.I04.D09,"Train workers in farming, forestry, or hunting techniques."
o_dwa/84761a92-c6d0-4c05-a970-e8f88e1fd967,4.A.4.b.3,4.A.4.b.3.I04.D10,Train food preparation or food service personnel.
o_dwa/fd93df06-4777-42d7-a4cd-8c9e54d52f75,4.A.4.b.3,4.A.4.b.3.I04.D11,"Train employees on environmental awareness, conservation, or safety topics."
o_dwa/175ca253-d842-48c5-9603-12afd591fd37,4.A.4.b.3,4.A.4.b.3.I04.D12,Train personnel in organizational or compliance procedures.
o_dwa/d0efb5cf-d426-4a62-90a8-f14810ea6333,4.A.4.b.3,4.A.4.b.3.I04.D13,Train construction or extraction personnel.
o_dwa/f778e633-5870-496b-b4ce-3fc2295029f9,4.A.4.b.3,4.A.4.b.3.I04.D14,Train employees in proper work procedures.
o_dwa/df5aa02d-4c50-4cfd-ad83-8f5160307d1a,4.A.4.b.3,4.A.4.b.3.I04.D15,Train personnel in technical or scientific procedures.
o_dwa/007f0107-a2cc-44ff-ba77-e0daaeff7b91,4.A.4.b.3,4.A.4.b.3.I04.D16,Conduct employee training programs.
o_dwa/368df39c-cbeb-4d61-a559-6b3bd23e5a56,4.A.4.b.3,4.A.4.b.3.I04.D17,Train personnel on managerial topics.
o_dwa/4f1ccdba-5989-431d-a7ef-906a3a91caff,4.A.4.b.3,4.A.4.b.3.I04.D18,Train others on work processes.
o_dwa/9e946a44-eef9-44af-8899-abc41ded7f43,4.A.4.b.3,4.A.4.b.3.I04.D19,Train transportation or material moving personnel.
o_dwa/7e19862c-2895-49bb-a893-6250d5ff39ff,4.A.4.b.3,4.A.4.b.3.I04.D20,Train service staff.
o_dwa/1dc5405f-4c8b-48da-b9ca-0db63fe3ac0d,4.A.4.b.3,4.A.4.b.3.I04.D21,Train staff members in social services skills.
o_dwa/56e97bb1-64a2-4d82-8baf-39cfa7547861,4.A.4.b.3,4.A.4.b.3.I05.D01,Instruct workers to use equipment or perform technical procedures.
o_dwa/9c4d0390-3beb-477d-b269-e38211416c70,4.A.4.b.3,4.A.4.b.3.I05.D02,Instruct patients in the use of assistive equipment.
o_dwa/c41eee80-2fd7-44a7-8fb5-70b5fdcdc581,4.A.4.b.3,4.A.4.b.3.I05.D03,Teach others to use computer equipment or hardware.
o_dwa/f962135a-aaad-454a-9c5e-017be3307418,4.A.4.b.3,4.A.4.b.3.I05.D04,Train others in computer interface or software use.
o_dwa/ce556a07-1880-4ca6-88f3-d3f3501b7e3d,4.A.4.b.3,4.A.4.b.3.I05.D05,Teach others to use technology or equipment.
o_dwa/12d9982b-513f-4177-93af-56317fc33d63,4.A.4.b.3,4.A.4.b.3.I05.D06,Demonstrate activity techniques or equipment use.
o_dwa/75f97268-f832-4535-803a-bb2ad6944e96,4.A.4.b.3,4.A.4.b.3.I05.D07,Train customers in the use of products.
o_dwa/1cf7ef53-0b3f-453a-8b43-b268b6472475,4.A.4.b.3,4.A.4.b.3.I06.D01,Teach exercise or fitness techniques.
o_dwa/6c1733db-33cd-4423-b02a-fa741b3beab1,4.A.4.b.3,4.A.4.b.3.I06.D02,Engage patients in exercises or activities.
o_dwa/90b4572c-f7bc-4294-85ea-6d873db7259f,4.A.4.b.3,4.A.4.b.3.I06.D03,Teach physical education.
o_dwa/407d87fb-79da-4994-948d-bdb8b237b542,4.A.4.b.3,4.A.4.b.3.I06.D04,Teach medical procedures or medical equipment use to patients.
o_dwa/780501c5-fcff-48cd-b3ae-4231cf7acfb9,4.A.4.b.3,4.A.4.b.3.I06.D05,"Train patients, family members, or caregivers in techniques for managing disabilities or illnesses."
o_dwa/9c2e9a37-2727-49be-8212-23b7812b51db,4.A.4.b.3,4.A.4.b.3.I06.D06,Conduct health or safety training programs.
o_dwa/343278e5-7099-4b0f-b835-364637617a33,4.A.4.b.3,4.A.4.b.3.I06.D07,Teach health or hygiene practices.
o_dwa/7a6b6425-584a-4218-b37c-e5da16a99aaa,4.A.4.b.3,4.A.4.b.3.I06.D08,Train medical providers.
o_dwa/5640cff9-a650-41a1-bf6d-816c6156152b,4.A.4.b.3,4.A.4.b.3.I06.D09,Teach health management classes.
o_dwa/7a5951c0-5031-41dc-ae9e-67757ded71d2,4.A.4.b.3,4.A.4.b.3.I06.D10,Teach medical procedures to healthcare personnel.
o_dwa/bd8d25b3-44be-49d7-be5e-9f9500cc77da,4.A.4.b.3,4.A.4.b.3.I06.D11,Train caregivers or other non-medical personnel.
o_dwa/d6f700f3-f334-434b-9c33-1542bcc0e19f,4.A.4.b.4,4.A.4.b.4.I01.D01,Supervise maintenance workers.
o_dwa/fcbb8543-e54f-42e8-8cdc-dcb53e4dd142,4.A.4.b.4,4.A.4.b.4.I01.D02,Supervise engineering or other technical personnel.
o_dwa/cf9d052c-1ec6-4829-a1e2-41fe52868174,4.A.4.b.4,4.A.4.b.4.I01.D03,Supervise trainees.
o_dwa/d0586d31-5100-4718-bf00-72b2b2e6c59f,4.A.4.b.4,4.A.4.b.4.I01.D04,Supervise service workers.
o_dwa/df697383-763a-4819-8338-7368ca0839ad,4.A.4.b.4,4.A.4.b.4.I01.D05,Supervise production or support personnel.
o_dwa/334d7109-aa63-4351-b311-7c63fb0a7d44,4.A.4.b.4,4.A.4.b.4.I01.D06,Direct activities of subordinates.
o_dwa/a0aabe07-dfb9-42ae-a6d0-6f00983a4b64,4.A.4.b.4,4.A.4.b.4.I01.D07,Supervise information technology personnel.
o_dwa/c2954612-a775-4025-96dc-9fc4cb866e71,4.A.4.b.4,4.A.4.b.4.I01.D08,Supervise clerical or administrative personnel.
o_dwa/df95d630-6cc1-4ec1-af5b-7f4c8a3acb62,4.A.4.b.4,4.A.4.b.4.I01.D09,Supervise activities of other legal personnel.
o_dwa/903244c7-0043-4071-ac05-1eeec47b7822,4.A.4.b.4,4.A.4.b.4.I01.D10,Supervise scientific or technical personnel.
o_dwa/b32fe16d-8f48-456d-8e32-3dbf8772f038,4.A.4.b.4,4.A.4.b.4.I01.D11,Supervise medical support personnel.
o_dwa/632f2f84-2cac-4657-bfb6-bb4753a993e7,4.A.4.b.4,4.A.4.b.4.I01.D12,Supervise workers providing client or patient services.
o_dwa/7e411412-3d7b-4615-a8a9-544de697159a,4.A.4.b.4,4.A.4.b.4.I01.D13,Supervise employees.
o_dwa/4ed749d5-1513-4b1c-976d-25efd52da6ad,4.A.4.b.4,4.A.4.b.4.I01.D14,Supervise patient care personnel.
o_dwa/997d4b2c-e66b-4576-9e72-a98714e2017a,4.A.4.b.4,4.A.4.b.4.I01.D15,Supervise technical medical personnel.
o_dwa/491624a3-c272-44b2-bc96-743b732749ec,4.A.4.b.4,4.A.4.b.4.I01.D16,Supervise sales or support personnel.
o_dwa/c554b653-4d0a-4720-8bf0-8cd6d03879e5,4.A.4.b.4,4.A.4.b.4.I01.D17,Supervise laboratory work.
o_dwa/2cbad06d-3094-45a1-ac10-b9623296dc4e,4.A.4.b.4,4.A.4.b.4.I01.D18,Supervise student research or internship work.
o_dwa/058f1074-20cb-4312-9d66-36e3c46ba32d,4.A.4.b.4,4.A.4.b.4.I01.D19,Supervise workers performing environmentally sustainable activities.
o_dwa/8409d893-700f-4296-b5e0-72332ca4024d,4.A.4.b.4,4.A.4.b.4.I02.D01,Serve on institutional or departmental committees.
o_dwa/b5690254-0d52-412e-9d4c-cb736a4dfff4,4.A.4.b.4,4.A.4.b.4.I03.D01,Manage content of broadcasts or presentations.
o_dwa/cd01534f-321b-4302-b8aa-83f528bf8b30,4.A.4.b.4,4.A.4.b.4.I03.D02,Direct productions or performances.
o_dwa/a58db94e-22a2-4a51-866a-8418834bbbc2,4.A.4.b.4,4.A.4.b.4.I03.D03,Coordinate musical rehearsals or performances.
o_dwa/5f54c53a-f1af-4bd8-9f85-b3c911199155,4.A.4.b.4,4.A.4.b.4.I03.D04,Coordinate athletic or sporting events or activities.
o_dwa/c4de6257-61ae-4936-9304-69be7d355d46,4.A.4.b.4,4.A.4.b.4.I03.D05,Coordinate artistic activities.
o_dwa/3f1d3d6d-3e2f-413b-ac7f-512d30979245,4.A.4.b.4,4.A.4.b.4.I04.D01,Coordinate forestry or agricultural activities.
o_dwa/32bfc17c-582c-4a91-9f9d-588ebf83e12c,4.A.4.b.4,4.A.4.b.4.I04.D02,Manage agricultural or forestry operations.
o_dwa/b7620e00-ae64-49fc-b0ca-8f4fddcb872b,4.A.4.b.4,4.A.4.b.4.I04.D03,"Direct activities of agricultural, forestry, or fishery employees."
o_dwa/698204d5-3225-466b-833e-9a95315032ba,4.A.4.b.4,4.A.4.b.4.I05.D01,Supervise inmate activities.
o_dwa/ba8c22d4-b5ab-4d0b-ab9d-a388850428ba,4.A.4.b.4,4.A.4.b.4.I05.D02,Count prison inmates or personnel.
o_dwa/2cc3a3fe-c065-4142-82bf-4e3d51fc9ad1,4.A.4.b.4,4.A.4.b.4.I06.D01,Direct surveying activities.
o_dwa/640fb8d6-66fe-4fc2-b791-82978862586e,4.A.4.b.4,4.A.4.b.4.I06.D02,Direct technical activities or operations.
o_dwa/d5039309-5949-4744-a0ef-29a43190edab,4.A.4.b.4,4.A.4.b.4.I06.D03,Coordinate design activities.
o_dwa/de5c9a9f-ff73-4250-ac62-94744ce71359,4.A.4.b.4,4.A.4.b.4.I06.D04,Coordinate software or hardware installation.
o_dwa/ecbd4a4f-b06a-43f3-bb5a-d4374a552fb4,4.A.4.b.4,4.A.4.b.4.I06.D05,Direct scientific activities.
o_dwa/9f23f67f-0c23-430a-9513-1bbeb78202f4,4.A.4.b.4,4.A.4.b.4.I06.D06,Direct natural resources management or conservation programs.
o_dwa/834ba43a-bb6d-4129-b022-ad80d36b47e6,4.A.4.b.4,4.A.4.b.4.I06.D07,Manage information technology projects or system activities.
o_dwa/7f90947f-a7d3-4ce3-8607-214c36828022,4.A.4.b.4,4.A.4.b.4.I06.D08,Manage scientific or technical project resources.
o_dwa/42625b3c-2a3c-41b0-bd02-584c85a862fb,4.A.4.b.4,4.A.4.b.4.I06.D09,Direct medical science or healthcare programs.
o_dwa/287a8320-423a-4314-9c8b-461320dd5a70,4.A.4.b.4,4.A.4.b.4.I06.D10,Direct design or development activities.
o_dwa/c65be3ce-4708-4f4c-affa-a944135bce37,4.A.4.b.4,4.A.4.b.4.I06.D11,Coordinate cross-disciplinary research programs.
o_dwa/a19a0471-46f3-487d-a059-fd9c08d66855,4.A.4.b.4,4.A.4.b.4.I07.D01,Coordinate training activities.
o_dwa/e083423b-f6a8-43ea-8aa7-c3c449c390cb,4.A.4.b.4,4.A.4.b.4.I07.D02,Coordinate personnel recruitment activities.
o_dwa/93b6e490-e01c-4c1d-86b7-504ce7c14638,4.A.4.b.4,4.A.4.b.4.I07.D03,Direct employee training programs.
o_dwa/4ec6d8fc-abed-4d32-9913-72a032d5e0ae,4.A.4.b.4,4.A.4.b.4.I07.D04,Manage human resources activities.
o_dwa/e17d6721-8ba4-4763-8d89-e7d64ecd2185,4.A.4.b.4,4.A.4.b.4.I08.D01,Direct quality control activities.
o_dwa/340293a2-e6ef-4eed-90b0-c42b5721885d,4.A.4.b.4,4.A.4.b.4.I08.D02,Coordinate flight control or management activities.
o_dwa/a39e77ad-8b1d-4a00-9609-9c240eec2e68,4.A.4.b.4,4.A.4.b.4.I08.D03,Manage control system activities in organizations.
o_dwa/3e683fbb-15d6-4fdf-85c3-4ef65875adeb,4.A.4.b.4,4.A.4.b.4.I09.D01,Manage budgets for personal services operations.
o_dwa/bf711d88-b1e1-4ffe-a966-3ed59fab2f35,4.A.4.b.4,4.A.4.b.4.I09.D02,Direct financial operations.
